GeneSymbol	GeneName	GFOLD	E_FDR	log2fdc	X1stRPKM	X2ndRPKM	threshold
AT1G27410	NA	0	1	0.399875	0.181241	0.448684
AT1G27420	NA	0	1	-0.185087	0	0
AT1G27430	NA	0	1	0.338475	0.843747	1.53178
AT1G27435	NA	0	1	-0.185087	4.85395	6.00826
AT1G27440	IRX10	-0.193439	1	-2.35501	1.26039	0.195015
AT1G27450	APT1	0	1	-0.264159	13.4374	15.7339
AT1G27460	NA	0	1	0.177483	0.638532	1.05384
AT1G27461	NA	0	1	-0.185087	0	0
AT1G27470	NA	0	1	-0.185087	0.805461	0.997005
AT1G27480	LCAT1	0	1	0.452343	1.41667	2.84955
AT1G27490	NA	0	1	-0.185087	0	0
AT1G27500	NA	0	1	1.03731	0.222805	0.827371
AT1G27510	EX2	0	1	-0.185087	2.42167	2.99757
AT1G27520	MNS5	0	1	-0.185087	0.247411	0.306248
AT1G27530	NA	0	1	-0.618047	7.87545	7.12375
AT1G27535	NA	0	1	-0.185087	0	0
AT1G27540	NA	0	1	-0.644519	1.43248	1.24119
AT1G27550	NA	0	1	0.814913	0	0.935352
AT1G27555	NA	0	1	-0.185087	0	0
AT1G27565	NA	0	1	0.399875	0.554634	1.37306
AT1G27570	NA	0	1	-0.185087	0	0
AT1G27580	NA	0	1	-0.922053	2.10543	1.44784
AT1G27595	NA	0	1	-0.474594	0.580798	0.575133
AT1G27600	IRX9H	0	1	0.814913	0.598505	1.66688
AT1G27610	NA	0	1	0.814913	0	0.389816
AT1G27620	NA	0	1	0.814913	0	0.201575
AT1G27630	CYCT1-3	0	1	-0.77005	0.226696	0.140303
AT1G27640	NA	0	1	0.814913	0.643325	2.38894
AT1G27650	U2AF35A	0	1	0.16855	2.99372	4.79555
AT1G27660	BHLH110	0	1	-1.50702	0.553023	0.171134
AT1G27670	NA	0	1	-1.18509	0.234705	0
AT1G27680	APL2	0	1	-0.507015	1.19903	1.15436
AT1G27690	NA	0	1	-1.18509	1.00526	0.533278
AT1G27695	TGD5	0	1	1.30034	1.77414	7.13714
AT1G27700	NA	0	1	1.93039	0.361794	2.68699
AT1G27710	NA	0	1	-0.670514	1.94531	1.60528
AT1G27720	TAF4	0	1	-0.185087	0.458854	0.567973
AT1G27730	ZAT10	0	1	-0.185087	0.219215	0.271345
AT1G27740	BHLH54	0	1	-0.185087	0	0
AT1G27750	NA	0	1	-0.185087	0.383508	0.474709
AT1G27752	NA	0	1	0.399875	0.83384	1.60554
AT1G27760	NA	0	1	-0.377732	0.892614	0.947044
AT1G27770	ACA1	0	1	-0.568416	4.53513	4.28158
AT1G27820	CAF1-3	0	1	-0.185087	0	0
AT1G27840	NA	0	1	-0.185087	0.145067	0.179565
AT1G27850	NA	0	1	0.136841	0.711182	1.12039
AT1G27860	NA	0	1	-0.185087	0	0
AT1G27870	NA	0	1	0.814913	0	0.550721
AT1G27880	RECQL5	0	1	-0.185087	0.0847083	0.104853
AT1G27890	CAF1-4	0	1	-0.185087	0	0
AT1G27900	NA	0	1	-0.863159	0.699844	0.495013
AT1G27910	PUB45	0	1	0.30034	0.384955	0.71475
AT1G27920	MAP65-8	0	1	-1.18509	0.396534	0.163611
AT1G27921	NA	0	1	-0.77005	0.180383	0.11164
AT1G27930	NA	-0.177371	1	-1.67051	3.77678	1.55831
AT1G27940	ABCB13	0	1	0.814913	0.139915	0.43297
AT1G27950	LTPG1	0	1	0.267425	5.2357	9.0011
AT1G27960	NA	0	1	-0.185087	0.104667	0.129558
AT1G27970	NTF2	0	1	-0.185087	2.70629	3.34987
AT1G27980	DPL1	0	1	0.622268	0.955763	2.19709
AT1G27990	NA	0	1	-0.185087	0	0
AT1G28000	NA	0	1	-1.18509	0.241451	0
AT1G28005	NA	0	1	-1.18509	0.414567	0
AT1G28010	ABCB14	0	1	-1.18509	0.0685802	0
AT1G28020	NA	0	1	-0.185087	0	0
AT1G28030	NA	0	1	-0.185087	0	0
AT1G28040	ATL20	0	1	-0.185087	0	0
AT1G28050	COL15	-0.0330828	1	-0.0475837	1.32923	1.82814
AT1G28060	NA	0	1	-0.822517	1.20639	0.918942
AT1G28070	NA	0	1	0.551878	0.5753	1.42422
AT1G28080	NA	0	1	-0.185087	0	0
AT1G28090	NA	0	1	1.39988	0.125831	0.778773
AT1G28100	NDX1	0	1	0.22995	0.28794	0.534622
AT1G28110	SCPL45	0	1	-1.03308	1.1629	0.719721
AT1G28120	NA	0	1	-0.474594	2.00447	1.98492
AT1G28130	GH3.17	0	1	0.814913	0	0.129179
AT1G28135	NA	0	1	0.814913	0.881594	3.27373
AT1G28140	NA	0	1	0.291351	2.96976	5.1798
AT1G28150	NA	0	1	0.59252	1.40477	3.18786
AT1G28160	ERF087	0	1	-0.185087	0	0
AT1G28170	SOT7	0	1	0.814913	0	0.302967
AT1G28180	NA	0	1	-0.185087	0	0
AT1G28190	NA	0	1	-0.77005	0.450176	0.278615
AT1G28200	FIP1	0	1	0.355481	1.92998	3.58341
AT1G28210	ATJ1	0	1	-1.77005	0.288813	0
AT1G28220	PUP3	0	1	-0.185087	0	0
AT1G28230	PUP1	0	1	0.0373052	0.981569	1.45799
AT1G28240	NA	0	1	0.952416	0.458854	1.41993
AT1G28250	NA	0	1	-0.600125	1.12455	0.927987
AT1G28260	SMG7L	0	1	-1.77005	0.64496	0.199584
AT1G28265	NA	0	1	-0.185087	0	0
AT1G28270	RALFL4	0	1	0.814913	0	0.285362
AT1G28280	VQ4	0	1	-1.35501	2.33565	1.19045
AT1G28290	AGP31	0	1	-0.676074	9.8296	8.58858
AT1G28300	LEC2	0	1	-0.185087	0	0
AT1G28305	NA	0	1	-0.185087	0	0
AT1G28306	NA	0	1	-0.185087	0	0
AT1G28310	DOF1.4	0	1	-1.77005	0.349402	0
AT1G28320	DEG15	0	1	-1.18509	0.943387	0.518992
AT1G28327	NA	0	1	-0.185087	0	0
AT1G28330	DRM1	0	1	-0.661525	5.66159	4.97339
AT1G28335	LCR31	0	1	-0.185087	0	0
AT1G28340	NA	0	1	0.436401	1.39392	2.73188
AT1G28350	NA	0	1	-0.243981	2.22791	2.64282
AT1G28360	ERF12	1.68695	1	3.5698	0.212527	6.83976
AT1G28370	ERF11	0	1	-0.185087	0.70995	0.878781
AT1G28375	NA	0	1	-0.185087	0	0
AT1G28380	NSL1	0	1	-0.895581	2.06895	1.50645
AT1G28390	NA	0	1	0.399875	0.370957	0.765288
AT1G28395	NA	-0.193439	1	-2.35501	1.9905	0.307982
AT1G28400	NA	0	1	-0.296119	8.61134	9.85471
AT1G28410	NA	0	1	-1.18509	0.149862	0
AT1G28420	RLT1	0	1	-0.507015	0.683224	0.664479
AT1G28430	NA	0	1	-1.18509	0.14994	0
AT1G28440	HSL1	0	1	-0.316332	5.58783	6.30636
AT1G28450	NA	0	1	-0.185087	0	0
AT1G28460	NA	0	1	-0.185087	0	0
AT1G28470	NAC010	0	1	-1.18509	0.194178	0
AT1G28480	GRXC9	1.02495	1	3.98484	0	7.30325
AT1G28490	SYP61	0	1	-0.507015	3.18131	3.09403
AT1G28500	NA	0	1	0.814913	0	0.318525
AT1G28510	NA	0	1	-1.77005	2.06422	0.638777
AT1G28520	VOZ1	0	1	-0.426095	1.31731	1.35881
AT1G28530	NA	0	1	1.13684	0.134165	0.66428
AT1G28540	NA	0	1	1.53112	1.5637	7.09707
AT1G28550	RABA1I	0	1	-0.185087	0	0
AT1G28560	SRD2	0	1	-0.185087	0.290134	0.35913
AT1G28570	NA	0	1	-0.77005	0.357269	0.221115
AT1G28580	NA	0	1	-0.563599	1.82905	1.69801
AT1G28590	NA	0	1	2.13684	0	0.950438
AT1G28600	NA	0	1	0.613279	3.79469	8.32667
AT1G28610	NA	0	1	-0.185087	0.299724	0.371
AT1G28630	NA	0	1	-0.185087	0	0
AT1G28640	NA	0	1	-0.185087	0	0
AT1G28650	NA	0	1	-0.185087	0	0
AT1G28660	NA	0	1	0.984838	0.54338	1.7936
AT1G28670	NA	0	1	-0.837164	1.70835	1.26877
AT1G28680	NA	0	1	0.104419	1.4019	2.1691
AT1G28685	NA	0	1	0.177483	1.11722	1.84388
AT1G28690	PCMP-E34	0	1	-0.185087	0	0
AT1G28695	NA	0	1	-0.185087	0	0
AT1G28700	NA	0	1	-0.185087	0	0
AT1G28710	NA	0	1	-1.25548	2.23765	1.2464
AT1G28715	NA	0	1	-1.18509	0.170835	0
AT1G28720	NA	0	1	-1.77005	7.93435	0
AT1G28730	NA	-0.972272	1	-2.84805	71.4091	9.8212
AT1G28740	NA	0	1	-0.185087	0	0
AT1G28750	NA	0	1	-0.185087	0	0
AT1G28760	NA	0	1	1.39988	0.158423	0.980485
AT1G28765	NA	0	1	-0.185087	0	0
AT1G28770	NA	0	1	-0.185087	0	0
AT1G28780	NA	0	1	-0.185087	0	0
AT1G28790	NA	0	1	-0.185087	0	0
AT1G28800	NA	0	1	-0.185087	0	0
AT1G28810	NA	0	1	-0.185087	0	0
AT1G28815	NA	0	1	-1.18509	0.463696	0
AT1G28820	NA	0	1	-1.18509	3.96717	0
AT1G28830	NA	0	1	-0.185087	0	0
AT1G28840	NA	0	1	-0.185087	0	0
AT1G28850	NA	0	1	-0.185087	0	0
AT1G28860	NA	0	1	-0.185087	0	0
AT1G28870	NA	0	1	-0.185087	0	0
AT1G28880	NA	0	1	-0.185087	0	0
AT1G28890	NA	0	1	-0.185087	0	0
AT1G28900	NA	0	1	-0.185087	0	0
AT1G28910	NA	0	1	-0.185087	0	0
AT1G28920	NA	0	1	-0.185087	0	0
AT1G28930	NA	0	1	-0.185087	0	0
AT1G28940	NA	0	1	-0.185087	0	0
AT1G28950	NA	0	1	-0.185087	0	0
AT1G28960	NUDT15	0	1	0.551878	0.346646	0.858163
AT1G28970	NA	0	1	-0.185087	0	0
AT1G28980	NA	0	1	-0.185087	0	0
AT1G28990	NA	0	1	-0.185087	0	0
AT1G29000	NA	0	1	-0.185087	0	0
AT1G29005	NA	0	1	-0.185087	0	0
AT1G29010	SPEAR4	0	1	-0.185087	0.281415	0.348338
AT1G29020	NA	0	1	-0.185087	0	0
AT1G29025	NA	0	1	-0.185087	0	0
AT1G29030	NA	0	1	-1.77005	0.286066	0
AT1G29040	NA	0	1	1.7218	0.498783	2.88119
AT1G29041	NA	0	1	-0.185087	0	0
AT1G29050	TBL38	0	1	-0.0151623	1.40906	1.99331
AT1G29060	NA	0	1	0.814913	0	0.361516
AT1G29070	RPL34	0	1	-0.108466	18.8332	24.607
AT1G29071	NA	-0.193439	1	-2.35501	21.356	3.30433
AT1G29080	NA	0	1	0.814913	0	0.301675
AT1G29090	NA	0	1	-0.185087	0	0
AT1G29100	NA	0	1	-0.185087	0	0
AT1G29110	NA	-5.09445	1	-5.53064	612.2	18.2938
AT1G29120	NA	0.410686	1	1.96175	0.738397	4.56997
AT1G29140	NA	0	1	0.814913	0	0.334497
AT1G29150	RPN6	0	1	-0.433015	4.8838	5.0649
AT1G29160	DOF1.5	0	1	-1.77005	0.508703	0
AT1G29170	SCAR3	0.155253	1	1.81491	0.386936	2.20318
AT1G29179	NA	0	1	0.814913	0	0.236973
AT1G29180	NA	0	1	-0.185087	0	0
AT1G29195	NA	0	1	0.814913	0.264969	0.983942
AT1G29200	NA	0	1	-2.18509	0.362943	0
AT1G29210	NA	0	1	-0.185087	0	0
AT1G29220	NA	0	1	0.399875	0.611641	1.26182
AT1G29230	CIPK18	0	1	0.399875	0.151692	0.375532
AT1G29240	NA	0	1	-2.50702	1.07562	0.147934
AT1G29250	NA	0	1	-0.57211	5.74866	5.3368
AT1G29260	PEX7	0	1	0.114473	2.27297	3.51687
AT1G29265	p_MI0001020	0	1	-0.185087	0	0
AT1G29270	NA	0	1	0.814913	0	0.283758
AT1G29280	WRKY65	0	1	0.814913	0	0.227372
AT1G29290	NA	0	1	0.814913	0	0.248638
AT1G29300	NA	0	1	-1.18509	0.428884	0.176958
AT1G29310	NA	0	1	-0.123687	3.1562	4.08435
AT1G29320	NA	0	1	-0.185087	1.23423	1.52774
AT1G29330	ERD2A	0	1	-1.50702	0.735703	0.227665
AT1G29340	PUB17	0	1	-0.391538	1.39093	1.47574
AT1G29350	NA	0	1	-0.0696101	2.15823	2.90377
AT1G29355	NA	0	1	-0.185087	0	0
AT1G29357	NA	0	1	-0.185087	0	0
AT1G29370	NA	0	1	-0.682587	2.04981	1.76506
AT1G29380	NA	0	1	-0.507015	0.42969	0.398905
AT1G29390	COR413IM2	0	1	-0.137782	6.23285	7.98111
AT1G29395	COR413IM1	-0.561279	1	-1.31284	16.2262	9.00356
AT1G29400	ML5	-0.196385	1	-1.07817	3.27229	2.13182
AT1G29410	PAI3	0	1	-0.185087	0.15583	0.192888
AT1G29418	NA	0	1	-1.18509	0.425054	0
AT1G29420	SAUR61	0	1	-0.185087	0	0
AT1G29430	SAUR62	0	1	-1.50702	1.36996	0.423936
AT1G29435	NA	0	1	-0.185087	0	0
AT1G29440	SAUR63	0	1	0.814913	0	0.587314
AT1G29450	SAUR64	0	1	1.81491	0	1.18117
AT1G29460	SAUR65	0	1	0.399875	0.957441	1.97521
AT1G29465	NA	0	1	-0.185087	0	0
AT1G29470	NA	0	1	-0.207988	11.6285	14.1654
AT1G29480	NA	0	1	0.814913	0	0.521479
AT1G29490	SAUR68	0	1	-0.185087	0	0
AT1G29500	SAUR66	0	1	-2.18509	0.885237	0
AT1G29510	SAUR67	0	1	-0.185087	0.349616	0.432758
AT1G29520	NA	0	1	-0.185087	0.651395	0.806301
AT1G29530	NA	0	1	0.399875	0.691056	1.42566
AT1G29535	NA	0	1	-0.185087	0	0
AT1G29540	NA	0	1	-0.185087	0	0
AT1G29550	EIF4E3	0	1	-1.18509	1.36799	0.677324
AT1G29560	NA	0	1	-0.185087	0	0
AT1G29570	NA	0	1	0.814913	0	0.366007
AT1G29580	NA	0	1	-0.185087	0	0
AT1G29590	EIF4E2	0	1	0.399875	0.283651	0.702211
AT1G29600	NA	0	1	0.814913	0	0.215719
AT1G29620	NA	0	1	-0.185087	0	0
AT1G29630	EXO1	0	1	-0.77005	0.206758	0.127963
AT1G29640	NA	0	1	-0.185087	0	0
AT1G29660	NA	0.0302735	1	0.478731	14.3144	28.1884
AT1G29670	NA	0	1	-0.00708897	18.7868	26.3393
AT1G29680	OBAP2C	0	1	-0.185087	0	0
AT1G29690	CAD1	0	1	0.329486	0.755652	1.40303
AT1G29700	NA	0	1	-0.185087	1.24257	1.53807
AT1G29710	PCMP-H67	0	1	0.814913	0	0.199415
AT1G29720	RFK1	0	1	0.0373052	0.420425	0.624486
AT1G29730	NA	0	1	-2.50702	0.351013	0
AT1G29740	NA	0	1	2.39988	0	0.473945
AT1G29750	RKF1	0	1	-1.35501	0.548378	0.254545
AT1G29760	SEI2	0	1	1.39988	0	0.342103
AT1G29770	NA	0	1	-0.185087	0	0
AT1G29775	NA	0	1	-0.185087	0	0
AT1G29780	NA	0	1	-0.185087	0	0
AT1G29785	NA	0	1	-2.50702	0.532904	0
AT1G29790	NA	0	1	0.814913	0.833975	2.23665
AT1G29800	NA	0	1	0.689382	0.705973	1.74772
AT1G29810	NA	0	1	-0.77005	2.2359	1.72976
AT1G29820	NA	0	1	-1.99244	0.877981	0.181129
AT1G29830	NA	0	1	2.13684	0	0.572572
AT1G29840	NA	0	1	-0.185087	0.691614	0.856085
AT1G29850	NA	0	1	-0.670514	5.07047	4.41663
AT1G29860	WRKY71	0	1	-0.185087	0	0
AT1G29870	NA	0	1	-0.185087	0	0
AT1G29880	NA	0	1	-0.559483	7.63616	7.2603
AT1G29890	NA	0	1	-0.185087	1.1888	1.47151
AT1G29900	CARB	0	1	-0.22498	7.77	9.35305
AT1G29910	LHCB1.2	-0.2894	1	-0.534562	98.5598	95.6904
AT1G29920	LHCB1.2	-0.560389	1	-0.77005	137.384	113.28
AT1G29930	LHCB1.3	-0.704704	1	-0.809859	597.05	479.179
AT1G29940	NRPA2	-0.0330828	1	-0.0475837	0.64172	0.882584
AT1G29950	BHLH144	0	1	0.0373052	0.56877	0.844834
AT1G29960	NA	0	1	-0.185087	0	0
AT1G29962	NA	0	1	-1.18509	0.511893	0
AT1G29965	RPL18AA	0	1	-0.507015	3.32135	3.1976
AT1G29970	NA	0	1	0.53112	2.08611	4.36988
AT1G29980	NA	0	1	-0.185087	2.12864	2.63484
AT1G29990	NA	0	1	-0.426095	4.01833	4.14494
AT1G30000	MNS3	0	1	-0.0151623	0.755367	1.06857
AT1G30010	NA	0	1	-0.185087	0.206087	0.255096
AT1G30020	NA	0	1	-1.18509	0.602609	0
AT1G30040	GA2OX2	0	1	-1.18509	0.599573	0.296862
AT1G30050	NA	0	1	-0.185087	0	0
AT1G30060	NA	0	1	-0.185087	0	0
AT1G30070	NA	0	1	-0.185087	1.00488	1.24385
AT1G30080	NA	0	1	0.399875	0.132669	0.328438
AT1G30090	NA	0	1	-0.922053	0.635807	0.393504
AT1G30100	NCED5	0	1	0.814913	0	0.171966
AT1G30110	NUDT25	0	1	0.22995	0.526519	0.977594
AT1G30120	PDH-E1 BETA	0	1	-0.243981	8.38597	9.95654
AT1G30130	NA	0	1	-0.670514	0.809169	0.66773
AT1G30135	TIFY5A	0	1	-0.185087	0	0
AT1G30140	NA	0	1	-0.185087	0	0
AT1G30160	NA	0	1	-0.185087	0.185719	0.229885
AT1G30170	NA	0	1	-1.77005	0.416988	0
AT1G30190	NA	0	1	-0.185087	0	0
AT1G30200	NA	0	1	0.399875	0.15904	0.393723
AT1G30210	TCP24	0	1	-0.474594	1.62386	1.60802
AT1G30220	INT2	0	1	-0.185087	0	0
AT1G30230	NA	0	1	0.0113099	21.7606	30.9049
AT1G30240	NA	0	1	-0.992442	0.561724	0.347653
AT1G30250	NA	-0.193439	1	-2.35501	2.82459	0.437037
AT1G30260	NA	0	1	-0.474594	3.1183	3.08789
AT1G30270	CIPK23	0	1	-0.185087	0.891222	1.10316
AT1G30280	NA	0	1	-0.863159	1.06241	0.751462
AT1G30282	NA	0	1	-0.507015	0.797867	0.740705
AT1G30290	NA	0	1	-1.77005	0.218711	0
AT1G30300	NA	0	1	-0.77005	0.385995	0.238894
AT1G30320	NA	0	1	1.39988	0.137062	0.84828
AT1G30330	ARF6	0	1	-0.863159	1.61694	1.21828
AT1G30350	NA	0	1	1.39988	0	0.541859
AT1G30360	ERD4	0	1	-0.288181	8.82671	10.1635
AT1G30370	NA	0	1	-0.77005	0.32112	0.198743
AT1G30380	PSAK	-0.177329	1	-0.383176	210.977	227.586
AT1G30400	ABCC1	0	1	-0.29527	3.14454	3.60186
AT1G30410	ABCC12	0	1	0.136841	0.352079	0.560322
AT1G30420	ABCC11	0	1	-0.600125	0.164096	0.135413
AT1G30430	NA	0	1	-0.185087	0	0
AT1G30440	NA	0	1	-0.77005	2.50897	2.0306
AT1G30450	CCC1	0	1	-0.310618	0.794438	0.893965
AT1G30455	NA	0	1	-0.185087	0.373381	0.462174
AT1G30460	CPSF30	0	1	-0.885527	1.06448	0.768615
AT1G30470	NA	0	1	-0.57211	1.50831	1.40025
AT1G30473	NA	0	1	0.22995	0.372894	0.692356
AT1G30475	NA	0	1	2.39988	0	1.16457
AT1G30480	DRT111	-0.0330828	1	-0.0475837	1.46147	2.01002
AT1G30490	ATHB-9	0	1	-0.185087	0	0
AT1G30500	NFYA7	0	1	-1.50702	1.05889	0.327677
AT1G30510	RFNR2	0	1	-1.18509	2.72381	1.57339
AT1G30515	NA	0	1	-0.185087	0	0
AT1G30520	AAE14	0	1	0.814913	0.108483	0.402844
AT1G30530	UGT78D1	0	1	-0.185087	4.34144	5.37386
AT1G30540	NA	0	1	-0.40748	0.809933	0.835451
AT1G30545	NA	0	1	-0.185087	0.359517	0.445013
AT1G30550	NA	0	1	-0.185087	0	0
AT1G30560	NA	0	1	-0.185087	0	0
AT1G30570	NA	0	1	-0.725656	1.30467	1.07662
AT1G30580	YchF1	0	1	-0.0151623	6.76782	9.45126
AT1G30590	NA	0	1	0.22995	0.176264	0.327272
AT1G30600	SBT2.1	-0.535666	1	-2.64452	0.930715	0.115205
AT1G30610	EMB2279	0	1	1.26237	0.842337	3.02369
AT1G30620	MUR4	0	1	-1.77005	0.806883	0.249691
AT1G30630	NA	0	1	-0.0696101	4.89541	6.58649
AT1G30640	NA	0	1	-0.922053	0.429852	0.266037
AT1G30650	WRKY14	0	1	0.814913	0	0.175815
AT1G30660	NA	0	1	1.81491	0	0.835846
AT1G30670	BHLH52	0	1	-0.185087	0	0
AT1G30680	NA	0	1	0.66291	0.942349	2.20329
AT1G30690	PATL4	0	1	0.242334	3.64034	6.11534
AT1G30700	NA	0	1	0.814913	0	0.1734
AT1G30710	NA	0.928828	1	2.90238	0.152258	3.01546
AT1G30720	NA	0	1	1.39988	0	0.344771
AT1G30730	NA	0	1	-1.18509	0.146781	0
AT1G30740	NA	0	1	0.814913	0	0.202615
AT1G30750	NA	0	1	2.62227	0	2.23303
AT1G30755	NA	0	1	1.19342	0.350905	1.30306
AT1G30757	NA	0	1	-0.77005	0.709656	0.439209
AT1G30760	NA	3.25547	1	4.23557	1.63051	46.9705
AT1G30780	NA	0	1	0.814913	0	0.244005
AT1G30790	NA	0	1	1.93039	0.421915	3.1335
AT1G30795	NA	0	1	-1.18509	0.400612	0
AT1G30800	NA	0	1	0.814913	0	0.300393
AT1G30810	JMJ18	0	1	0.814913	0.065543	0.243389
AT1G30814	NA	0	1	-0.185087	0	0
AT1G30820	NA	0	1	-0.837164	1.13845	0.845507
AT1G30825	ARPC2A	0	1	-1.18509	4.32471	2.54912
AT1G30830	NA	0	1	-0.185087	0	0
AT1G30840	PUP4	0	1	-0.185087	0	0
AT1G30845	NA	0	1	-1.18509	0.372894	0
AT1G30850	NA	0	1	1.39988	0	0.5735
AT1G30860	NA	0	1	-0.185087	0	0
AT1G30870	PER7	0	1	0.814913	0	0.27093
AT1G30880	NA	-0.00451365	1	-0.0151623	4.17191	5.85255
AT1G30890	NA	0	1	0.93039	1.14898	3.41332
AT1G30900	VSR6	0	1	-0.600125	1.224	1.10187
AT1G30910	NA	0	1	-0.448122	2.19414	2.22211
AT1G30920	NA	0	1	-0.185087	0	0
AT1G30925	NA	0	1	-0.185087	0	0
AT1G30930	NA	0	1	-0.185087	0	0
AT1G30950	UFO	0	1	-1.18509	0.18829	0
AT1G30960	ERG	0	1	1.39988	0	0.435422
AT1G30970	SUF4	0	1	0.329486	0.789778	1.46639
AT1G30972	NA	0	1	-0.185087	0	0
AT1G30974	NA	0	1	-0.185087	0	0
AT1G30990	NA	0	1	0.814913	0	0.430125
AT1G31000	NA	0	1	-0.185087	0	0
AT1G31010	OSB4	0	1	-0.185087	0.418822	0.518421
AT1G31020	NA	0	1	-0.507015	1.18891	1.10373
AT1G31040	NA	0	1	-0.185087	0.204464	0.253087
AT1G31050	NA	0	1	-0.77005	0.273336	0.169169
AT1G31070	GLCNAC1PUT1	0	1	0.162836	1.36147	2.19081
AT1G31080	NA	0	1	-0.185087	0	0
AT1G31090	NA	0	1	-0.185087	0	0
AT1G31095	NA	0	1	-0.185087	0	0
AT1G31110	NA	0	1	-1.99244	23.1597	4.77788
AT1G31120	POT10	0	1	1.03731	0.175076	0.650131
AT1G31130	NA	0	1	-0.40748	5.13119	5.41048
AT1G31140	NA	0	1	-0.185087	0	0
AT1G31150	NA	0	1	0.952416	0.444398	1.3752
AT1G31160	NA	0	1	0.551878	1.42676	3.17889
AT1G31163	NA	0	1	-0.185087	0	0
AT1G31170	SRX	0.528369	1	1.24985	5.12176	17.5562
AT1G31173	p_MI0000975	0	1	-0.185087	0	0
AT1G31175	NA	0	1	-1.18509	0.132423	0
AT1G31180	IMDH1	0	1	-0.288181	4.71292	5.41699
AT1G31190	IMPL1	0	1	-0.26309	3.85128	4.5023
AT1G31200	NA	0	1	-1.18509	0.538937	0
AT1G31220	PUR3	0	1	-0.77005	0.939594	0.697822
AT1G31230	AKHSDH1	0	1	-0.547657	4.20616	4.02314
AT1G31240	NA	-2.51042	1	-4.35501	9.33453	0.330124
AT1G31243	NA	0	1	-0.185087	0	0
AT1G31250	NA	0	1	0.814913	0	0.547311
AT1G31255	NA	0	1	-0.185087	0	0
AT1G31258	NA	0	1	-0.185087	0	0
AT1G31260	ZIP10	0	1	-0.185087	0	0
AT1G31270	NA	0	1	-0.185087	0	0
AT1G31280	AGO2	0	1	0.747799	0.792994	1.96315
AT1G31290	AGO3	0	1	1.39988	0.070948	0.4391
AT1G31300	NA	0	1	0.622268	1.1727	2.69579
AT1G31310	NA	0	1	-0.185087	0	0
AT1G31320	LBD4	0	1	-1.18509	0.712311	0.293901
AT1G31330	PSAF	-0.159313	1	-0.362833	137.001	149.89
AT1G31335	NA	0	1	0.399875	0.387567	0.959465
AT1G31340	RUB1	0	1	-0.62566	4.88268	4.36498
AT1G31350	SKIP25	0	1	-1.18509	0.548949	0.226498
AT1G31358	p_MI0001073	0	1	-1.18509	1.90424	0
AT1G31360	MED34	0	1	-1.18509	0.519906	0.257418
AT1G31370	NA	0	1	-0.185087	0	0
AT1G31380	NA	0	1	-0.185087	0	0
AT1G31390	NA	0	1	0.814913	0	0.433288
AT1G31400	NA	1.74489	1	4.62227	0	10.4103
AT1G31410	NA	0	1	-0.355012	1.09126	1.18192
AT1G31420	FEI1	0	1	-1.11797	1.94443	1.20341
AT1G31430	PCMP-E55	0	1	-0.185087	0.156771	0.194052
AT1G31440	SH3P1	0	1	0.367454	2.03094	3.77086
AT1G31450	NA	0	1	-0.185087	0	0
AT1G31460	NA	0	1	0.814913	0.148614	0.551867
AT1G31470	NFD4	0	1	0.814913	0	0.197853
AT1G31480	SGR2	0	1	1.03731	0.178411	0.662517
AT1G31485	NA	0	1	-0.185087	0	0
AT1G31490	NA	0	1	0.814913	0	0.171051
AT1G31500	CCR4-4	0	1	-0.185087	1.31934	1.63309
AT1G31510	NA	0	1	-0.185087	0	0
AT1G31520	NA	0	1	-0.185087	0	0
AT1G31530	NA	0	1	-0.185087	0	0
AT1G31540	NA	0	1	-0.426095	0.695685	0.717603
AT1G31550	NA	0	1	-0.185087	1.94443	2.40683
AT1G31555	NA	0	1	-1.18509	0.564499	0
AT1G31580	NA	-0.693506	1	-0.947199	152.032	110.794
AT1G31600	NA	0	1	-1.18509	0.122486	0
AT1G31620	NA	0	1	-0.185087	0	0
AT1G31630	AGL86	0	1	-1.18509	0.280036	0
AT1G31640	AGL92	1.42892	1	3.33847	0.204757	5.5759
AT1G31650	ROPGEF14	0	1	-0.185087	0.864583	1.07019
AT1G31660	NA	0	1	0.104419	1.35453	2.09581
AT1G31670	NA	0	1	-0.185087	0.127063	0.157279
AT1G31690	NA	0	1	-0.111087	6.84159	8.92225
AT1G31710	NA	0	1	-0.737628	2.44632	2.01871
AT1G31720	NA	0	1	-0.185087	0	0
AT1G31730	NA	0	1	-0.705919	2.55033	2.17031
AT1G31740	BGAL15	0	1	-0.185087	0	0
AT1G31750	NA	0	1	0.814913	0	0.38389
AT1G31760	NA	0	1	0.814913	0	0.246557
AT1G31770	ABCG14	0	1	-0.185087	0.426323	0.527706
AT1G31772	NA	0	1	0.814913	0	0.440852
AT1G31780	NA	0	1	-0.300564	1.47552	1.67421
AT1G31790	PCMP-A1	0	1	-1.18509	0.214926	0
AT1G31800	CYP97A3	0	1	0.146119	4.13966	6.49053
AT1G31810	FH14	0	1	-0.185087	0.236552	0.292806
AT1G31812	ACBP6	-0.569267	1	-1.24737	25.667	14.9776
AT1G31814	FRL2	0	1	2.39988	0	0.83743
AT1G31817	NFD3	0	1	-0.426095	2.69893	2.78396
AT1G31820	NA	0	1	0.0779471	0.597254	0.924106
AT1G31830	NA	0	1	-0.185087	1.21662	1.50595
AT1G31835	NA	0	1	-0.69966	2.45065	2.02229
